label_avg_price_per_room,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,market_segment_type,no_of_special_requests
2,2,0,1,3,"Meal Plan 1",0,"Room_Type 4",163,2018,9,Online,0
0,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",109,2018,4,Online,1
2,3,0,2,4,"Meal Plan 1",0,"Room_Type 4",79,2018,7,Online,4
0,1,0,0,2,"Not Selected",0,"Room_Type 1",73,2018,12,Online,1
0,1,0,0,3,"Meal Plan 1",0,"Room_Type 1",151,2018,1,Offline,0
1,2,0,1,0,"Meal Plan 1",0,"Room_Type 1",14,2018,5,Online,0
2,2,1,2,5,"Meal Plan 2",0,"Room_Type 1",184,2018,8,Online,1
2,2,0,2,1,"Meal Plan 1",0,"Room_Type 4",5,2018,12,Online,1
2,2,0,0,1,"Not Selected",0,"Room_Type 1",28,2018,10,Online,1
0,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",204,2018,9,Offline,2
2,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",3,2018,5,Online,1
0,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",1,2018,1,Offline,0
0,2,0,2,5,"Meal Plan 1",0,"Room_Type 1",89,2018,3,Online,1
2,2,0,1,1,"Meal Plan 1",0,"Room_Type 4",53,2018,9,Online,2
1,2,0,2,1,"Meal Plan 2",0,"Room_Type 1",138,2017,8,Offline,0
2,3,0,2,1,"Meal Plan 1",0,"Room_Type 4",20,2018,2,Online,1
2,2,0,0,2,"Meal Plan 2",0,"Room_Type 1",292,2018,7,Offline,0
1,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",42,2018,4,Online,1
0,2,0,0,3,"Meal Plan 1",0,"Room_Type 4",50,2017,11,Offline,0
0,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",25,2018,3,Online,1
2,1,0,0,2,"Meal Plan 2",0,"Room_Type 1",6,2017,12,Offline,0
2,1,0,2,1,"Meal Plan 2",0,"Room_Type 1",220,2018,9,Offline,0
2,2,0,1,4,"Meal Plan 2",0,"Room_Type 1",9,2017,9,Offline,0
0,1,0,0,1,"Not Selected",0,"Room_Type 1",102,2018,9,Offline,0
1,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",80,2018,6,Online,1
1,3,0,0,4,"Meal Plan 1",0,"Room_Type 4",19,2017,9,Online,2
2,2,0,0,3,"Meal Plan 2",0,"Room_Type 1",88,2018,5,Offline,1
0,2,0,1,1,"Meal Plan 1",0,"Room_Type 1",17,2018,10,Offline,0
1,1,0,1,2,"Meal Plan 1",0,"Room_Type 1",230,2018,9,Online,1
1,2,0,2,3,"Meal Plan 1",0,"Room_Type 1",262,2018,10,Online,1
0,2,0,2,3,"Meal Plan 1",0,"Room_Type 1",112,2018,7,Offline,1
1,2,0,0,2,"Meal Plan 2",0,"Room_Type 1",74,2017,9,Offline,0
0,0,2,1,2,"Meal Plan 1",0,"Room_Type 2",37,2018,2,Online,1
2,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",16,2017,10,Online,2
1,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",6,2017,10,Online,1
1,2,0,2,1,"Meal Plan 1",0,"Room_Type 1",192,2018,12,Online,1
1,2,0,1,3,"Not Selected",0,"Room_Type 1",115,2018,5,Online,0
1,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",29,2018,3,Online,1
2,3,0,1,3,"Meal Plan 1",0,"Room_Type 4",184,2018,10,Online,3
2,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",14,2018,10,Online,0
1,2,0,1,0,"Not Selected",0,"Room_Type 1",49,2018,7,Online,0
2,2,0,2,0,"Meal Plan 2",0,"Room_Type 1",386,2018,10,Offline,1
1,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",0,2018,5,Offline,0
2,2,0,1,1,"Meal Plan 1",0,"Room_Type 1",45,2018,5,Online,2
2,2,0,2,0,"Meal Plan 2",0,"Room_Type 1",386,2018,10,Offline,1
2,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",35,2018,9,Online,0
1,1,0,2,1,"Meal Plan 2",0,"Room_Type 1",23,2018,1,Offline,0
1,0,2,0,1,"Meal Plan 1",0,"Room_Type 2",180,2018,8,Online,1
0,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",162,2017,9,Offline,0
1,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",211,2018,5,Offline,0
1,2,1,1,2,"Meal Plan 1",0,"Room_Type 1",2,2018,4,Offline,1
1,2,0,0,4,"Meal Plan 1",0,"Room_Type 1",44,2018,11,Online,0
1,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",164,2017,10,Offline,0
2,2,0,1,1,"Meal Plan 2",0,"Room_Type 1",247,2018,6,Offline,1
1,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",146,2018,9,Offline,0
2,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",188,2018,6,Offline,0
1,2,0,2,5,"Meal Plan 2",0,"Room_Type 1",277,2018,9,Offline,1
0,2,0,2,1,"Meal Plan 1",0,"Room_Type 4",5,2018,1,Online,1
1,1,0,2,3,"Meal Plan 1",0,"Room_Type 1",33,2018,4,Online,0
0,2,0,2,2,"Not Selected",1,"Room_Type 1",196,2018,7,Online,1
1,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",7,2017,10,Online,1
0,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",67,2018,3,Online,1
0,2,0,1,3,"Meal Plan 1",0,"Room_Type 4",28,2017,10,Offline,0
1,2,0,0,1,"Meal Plan 1",1,"Room_Type 1",1,2018,2,Online,1
0,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",24,2018,11,Complementary,1
2,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",4,2018,6,Online,0
0,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",25,2018,10,Offline,0
2,2,0,0,1,"Not Selected",0,"Room_Type 1",27,2018,7,Online,0
0,2,0,1,3,"Meal Plan 1",0,"Room_Type 4",100,2018,2,Online,3
0,2,0,0,2,"Not Selected",0,"Room_Type 1",7,2017,12,Online,1
1,2,0,1,4,"Meal Plan 1",0,"Room_Type 1",21,2018,10,Online,1
2,2,2,1,1,"Meal Plan 1",0,"Room_Type 6",216,2018,8,Online,0
1,1,0,0,4,"Meal Plan 1",0,"Room_Type 1",6,2018,12,Online,3
2,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",188,2018,6,Offline,0
1,2,0,2,3,"Meal Plan 1",0,"Room_Type 1",138,2018,7,Online,0
1,2,0,0,4,"Meal Plan 1",0,"Room_Type 4",148,2018,5,Online,1
1,2,1,1,1,"Meal Plan 1",0,"Room_Type 1",175,2018,7,Online,2
0,2,0,1,0,"Meal Plan 1",0,"Room_Type 1",27,2017,10,Online,1
0,2,0,0,2,"Meal Plan 1",0,"Room_Type 4",5,2017,12,Offline,0
1,3,0,2,0,"Meal Plan 1",0,"Room_Type 1",37,2018,8,Offline,0
1,2,0,0,5,"Meal Plan 1",0,"Room_Type 4",62,2018,8,Online,0
0,2,0,2,5,"Meal Plan 1",0,"Room_Type 1",18,2018,3,Online,0
1,2,0,0,2,"Meal Plan 1",0,"Room_Type 4",37,2017,10,Online,2
1,1,0,0,2,"Meal Plan 2",0,"Room_Type 1",102,2017,10,Offline,0
0,2,0,1,0,"Not Selected",0,"Room_Type 1",1,2018,2,Online,0
2,2,0,2,3,"Meal Plan 1",0,"Room_Type 4",19,2018,4,Online,0
1,2,0,2,5,"Meal Plan 1",0,"Room_Type 1",89,2018,9,Offline,2
2,2,0,1,2,"Meal Plan 1",0,"Room_Type 4",91,2018,5,Online,0
2,2,0,2,3,"Meal Plan 1",0,"Room_Type 1",47,2018,8,Online,1
1,1,0,1,0,"Not Selected",0,"Room_Type 1",0,2017,10,Online,0
1,2,1,0,1,"Meal Plan 1",0,"Room_Type 1",1,2018,7,Online,2
1,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",163,2018,7,Offline,1
1,2,0,1,2,"Not Selected",0,"Room_Type 1",35,2018,4,Online,0
0,1,0,1,2,"Meal Plan 1",0,"Room_Type 1",6,2018,2,Online,0
2,1,0,0,1,"Meal Plan 1",0,"Room_Type 4",48,2018,4,Online,0
0,2,0,0,1,"Meal Plan 1",0,"Room_Type 2",35,2017,12,Online,0
0,2,0,0,1,"Not Selected",0,"Room_Type 1",0,2018,2,Online,0
0,1,0,0,1,"Not Selected",0,"Room_Type 1",1,2018,11,Online,0
1,1,0,0,3,"Meal Plan 1",0,"Room_Type 1",204,2018,5,Offline,0
2,2,1,1,0,"Meal Plan 1",0,"Room_Type 1",64,2018,9,Online,1
2,2,0,1,3,"Meal Plan 1",0,"Room_Type 4",134,2018,9,Online,2
1,2,0,1,1,"Not Selected",0,"Room_Type 1",2,2017,8,Online,2
0,1,0,1,0,"Not Selected",0,"Room_Type 1",23,2018,1,Online,0
2,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",317,2018,9,Offline,0
2,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",276,2018,9,Offline,0
2,2,0,2,2,"Meal Plan 1",0,"Room_Type 4",35,2018,10,Online,0
0,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",51,2018,11,Offline,0
1,2,0,0,4,"Meal Plan 1",0,"Room_Type 1",47,2018,11,Online,2
0,2,0,1,0,"Not Selected",0,"Room_Type 1",180,2018,11,Online,2
0,1,0,0,2,"Meal Plan 2",0,"Room_Type 1",74,2017,9,Offline,0
1,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",137,2018,5,Online,0
2,2,0,2,1,"Meal Plan 1",0,"Room_Type 4",128,2018,4,Online,2
2,2,2,0,3,"Meal Plan 2",0,"Room_Type 6",43,2018,12,Online,1
0,1,0,0,3,"Meal Plan 1",0,"Room_Type 1",335,2018,10,Offline,0
0,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",18,2018,10,Offline,0
0,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",59,2017,10,Offline,0
1,2,0,2,5,"Meal Plan 1",0,"Room_Type 4",18,2018,1,Online,0
2,3,0,0,3,"Meal Plan 1",0,"Room_Type 4",179,2018,9,Online,2
1,2,0,2,1,"Meal Plan 1",0,"Room_Type 1",68,2018,6,Online,0
1,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",97,2018,7,Online,1
0,1,0,0,1,"Not Selected",0,"Room_Type 1",181,2018,10,Online,0
2,2,2,2,1,"Meal Plan 1",0,"Room_Type 6",8,2018,10,Online,1
0,2,0,0,4,"Meal Plan 1",0,"Room_Type 1",3,2017,10,Offline,0
0,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,2018,2,Offline,0
1,1,0,1,3,"Meal Plan 1",0,"Room_Type 1",130,2018,6,Offline,0
1,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",279,2018,10,Offline,0
1,2,1,1,2,"Meal Plan 1",0,"Room_Type 4",207,2018,12,Online,0
1,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",19,2017,10,Offline,0
2,3,0,0,2,"Meal Plan 1",0,"Room_Type 4",135,2018,8,Online,0
2,2,0,0,3,"Meal Plan 1",0,"Room_Type 4",88,2018,10,Online,1
2,2,0,0,2,"Meal Plan 1",0,"Room_Type 4",117,2018,5,Online,1
1,2,0,2,0,"Not Selected",0,"Room_Type 1",0,2017,8,Online,0
1,2,0,0,3,"Meal Plan 2",0,"Room_Type 1",203,2018,12,Online,0
0,2,0,1,3,"Not Selected",0,"Room_Type 1",63,2018,3,Online,1
2,2,1,0,3,"Meal Plan 1",0,"Room_Type 1",142,2018,8,Online,1
2,2,2,2,1,"Meal Plan 1",0,"Room_Type 6",188,2018,7,Online,2
1,1,0,2,2,"Meal Plan 1",0,"Room_Type 1",38,2018,11,Online,2
0,2,0,0,4,"Meal Plan 1",0,"Room_Type 1",270,2018,4,Offline,0
2,2,1,0,2,"Meal Plan 1",1,"Room_Type 1",135,2018,8,Online,0
2,1,0,1,0,"Meal Plan 1",0,"Room_Type 1",118,2018,9,Offline,0
2,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",5,2018,8,Online,1
0,1,0,0,2,"Not Selected",0,"Room_Type 1",8,2018,12,Online,0
2,3,1,0,4,"Meal Plan 1",0,"Room_Type 4",51,2018,5,Online,2
1,2,0,0,4,"Not Selected",0,"Room_Type 1",30,2018,4,Online,0
2,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",53,2018,10,Offline,0
2,2,0,1,1,"Meal Plan 1",0,"Room_Type 1",72,2018,9,Online,1
2,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",11,2018,6,Online,1
2,3,0,0,3,"Meal Plan 1",0,"Room_Type 1",25,2018,10,Online,0
2,3,0,2,2,"Meal Plan 1",1,"Room_Type 4",162,2018,8,Online,2
1,1,0,0,1,"Meal Plan 2",0,"Room_Type 1",2,2017,10,Offline,0
0,2,0,2,1,"Meal Plan 1",0,"Room_Type 1",25,2018,10,Offline,0
2,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",56,2018,7,Online,0
2,2,1,2,4,"Meal Plan 1",0,"Room_Type 1",17,2018,4,Online,3
0,1,0,1,3,"Not Selected",0,"Room_Type 1",56,2018,6,Online,0
2,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",3,2018,10,Online,1
0,1,0,1,2,"Meal Plan 1",0,"Room_Type 1",38,2018,9,Offline,1
1,2,0,2,1,"Meal Plan 1",0,"Room_Type 1",76,2018,4,Online,1
2,2,0,0,1,"Meal Plan 2",0,"Room_Type 1",21,2018,3,Online,0
2,2,0,0,1,"Not Selected",0,"Room_Type 1",53,2018,5,Online,0
1,2,0,0,4,"Meal Plan 1",0,"Room_Type 1",175,2018,8,Online,0
0,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",17,2017,10,Offline,0
2,2,2,2,1,"Meal Plan 1",0,"Room_Type 6",165,2018,7,Online,2
2,2,0,1,3,"Meal Plan 2",0,"Room_Type 1",99,2018,7,Online,2
1,1,0,0,3,"Meal Plan 1",0,"Room_Type 1",37,2018,10,Offline,0
2,3,0,2,2,"Meal Plan 1",0,"Room_Type 4",60,2018,10,Online,2
0,1,0,0,5,"Meal Plan 1",0,"Room_Type 1",82,2018,9,Offline,0
1,2,0,2,5,"Meal Plan 1",0,"Room_Type 1",258,2018,10,Online,0
1,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",44,2018,11,Online,1
2,1,0,1,0,"Not Selected",0,"Room_Type 1",3,2018,6,Online,0
1,2,0,1,3,"Meal Plan 1",0,"Room_Type 4",82,2018,3,Online,0
2,3,0,2,5,"Meal Plan 2",0,"Room_Type 4",81,2018,7,Online,0
0,1,0,1,2,"Meal Plan 1",0,"Room_Type 1",1,2018,6,Offline,0
2,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",2,2018,5,Online,1
0,1,0,1,0,"Not Selected",0,"Room_Type 1",180,2018,11,Online,2
2,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",18,2017,10,Online,1
1,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",28,2018,3,Offline,1
2,2,0,2,4,"Meal Plan 1",0,"Room_Type 6",30,2018,5,Online,1
0,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",150,2017,8,Online,1
0,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",322,2018,12,Offline,0
1,1,0,0,1,"Not Selected",0,"Room_Type 1",36,2018,10,Online,2
1,2,0,0,1,"Meal Plan 2",0,"Room_Type 1",55,2018,4,Offline,0
1,2,0,0,3,"Meal Plan 2",0,"Room_Type 1",36,2017,10,Offline,0
0,2,0,2,5,"Meal Plan 1",0,"Room_Type 1",0,2018,12,Online,2
1,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",305,2018,11,Offline,0
2,2,1,0,1,"Meal Plan 1",0,"Room_Type 1",0,2018,8,Offline,2
0,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",186,2018,4,Offline,0
2,3,0,1,3,"Meal Plan 1",0,"Room_Type 4",53,2018,10,Online,2
2,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",56,2017,9,Offline,0
0,2,0,2,5,"Meal Plan 1",0,"Room_Type 1",277,2018,9,Offline,0
0,2,0,2,3,"Not Selected",0,"Room_Type 1",80,2018,3,Online,1
1,2,0,0,4,"Not Selected",0,"Room_Type 1",61,2018,4,Online,0
1,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",47,2018,12,Online,1
2,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",28,2018,8,Online,0
0,2,0,2,1,"Not Selected",0,"Room_Type 1",13,2017,11,Online,1
0,2,0,2,3,"Meal Plan 1",0,"Room_Type 1",303,2018,8,Offline,0
1,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",87,2018,5,Online,1
2,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",56,2018,6,Offline,0
0,1,0,1,2,"Meal Plan 1",0,"Room_Type 1",31,2018,7,Offline,2
2,3,0,2,1,"Meal Plan 1",0,"Room_Type 4",9,2018,2,Online,2
2,3,1,1,3,"Meal Plan 1",0,"Room_Type 7",78,2018,12,Offline,0
0,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",9,2018,12,Corporate,0
1,1,0,2,4,"Meal Plan 1",0,"Room_Type 1",245,2018,7,Offline,0
2,2,0,0,2,"Meal Plan 2",0,"Room_Type 4",80,2017,10,Offline,0
2,2,0,0,2,"Meal Plan 2",0,"Room_Type 1",320,2018,8,Offline,1
2,3,0,2,1,"Meal Plan 1",0,"Room_Type 4",2,2017,9,Offline,1
2,2,0,0,1,"Not Selected",0,"Room_Type 1",7,2018,8,Online,1
0,2,0,2,4,"Meal Plan 1",0,"Room_Type 1",76,2018,3,Online,0
1,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",171,2018,7,Online,1
1,2,0,1,1,"Not Selected",0,"Room_Type 1",0,2017,8,Online,1
2,2,0,0,3,"Meal Plan 1",0,"Room_Type 4",7,2017,9,Online,0
2,1,0,0,3,"Meal Plan 1",0,"Room_Type 1",71,2018,6,Offline,0
1,2,0,0,2,"Meal Plan 1",1,"Room_Type 2",208,2018,7,Online,0
1,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",73,2017,11,Offline,0
0,2,0,0,4,"Meal Plan 1",0,"Room_Type 1",270,2018,4,Offline,0
0,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",11,2017,10,Offline,0
2,2,0,2,1,"Meal Plan 1",0,"Room_Type 4",42,2018,4,Online,0
0,1,0,2,5,"Meal Plan 1",0,"Room_Type 1",66,2018,12,Offline,1
2,2,0,1,1,"Meal Plan 2",0,"Room_Type 1",247,2018,6,Offline,1
2,2,2,0,1,"Meal Plan 1",0,"Room_Type 6",13,2017,8,Online,2
2,2,2,1,4,"Meal Plan 1",0,"Room_Type 6",163,2018,9,Online,0
0,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",60,2018,3,Offline,0
1,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,2017,8,Online,2
2,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",19,2018,8,Online,1
1,1,0,0,2,"Meal Plan 2",0,"Room_Type 1",346,2018,9,Offline,0
2,1,0,1,1,"Meal Plan 1",0,"Room_Type 1",32,2017,10,Online,1
1,1,0,1,1,"Meal Plan 1",0,"Room_Type 1",54,2018,4,Online,0
0,2,0,0,4,"Meal Plan 1",0,"Room_Type 4",97,2017,12,Offline,1
1,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",128,2018,8,Online,1
0,2,0,1,3,"Not Selected",0,"Room_Type 1",94,2018,11,Online,1
1,1,0,0,1,"Meal Plan 1",0,"Room_Type 4",6,2018,5,Corporate,0
1,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",115,2018,2,Offline,0
1,3,0,0,4,"Meal Plan 1",0,"Room_Type 1",90,2018,10,Offline,0
1,2,0,0,3,"Not Selected",0,"Room_Type 1",25,2018,11,Online,1
1,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",197,2018,4,Online,2
2,2,0,1,5,"Meal Plan 1",0,"Room_Type 4",125,2018,9,Online,0
2,1,0,0,1,"Not Selected",0,"Room_Type 1",7,2018,9,Online,1
0,2,0,0,1,"Not Selected",0,"Room_Type 1",153,2018,10,Online,2
1,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",9,2018,2,Online,1
2,2,0,1,2,"Meal Plan 1",0,"Room_Type 4",105,2018,8,Online,0
2,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",317,2018,9,Offline,0
2,3,0,0,2,"Meal Plan 1",0,"Room_Type 4",5,2018,3,Online,1
0,1,0,0,1,"Meal Plan 1",0,"Room_Type 4",0,2018,9,Complementary,1
2,1,2,0,3,"Meal Plan 1",0,"Room_Type 6",65,2018,4,Online,1
2,2,0,2,5,"Meal Plan 2",0,"Room_Type 4",15,2018,5,Online,0
0,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,2018,3,Corporate,1
0,2,0,2,1,"Meal Plan 1",0,"Room_Type 1",83,2018,12,Offline,0
2,2,0,1,3,"Meal Plan 1",1,"Room_Type 1",111,2018,5,Online,1
0,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",122,2018,4,Offline,0
1,2,0,0,1,"Not Selected",0,"Room_Type 1",20,2018,12,Online,1
1,1,0,0,3,"Meal Plan 1",0,"Room_Type 1",113,2018,5,Corporate,0
2,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",134,2018,9,Online,2
0,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",105,2018,4,Offline,0
2,2,0,2,3,"Meal Plan 1",0,"Room_Type 1",54,2018,6,Online,1
2,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",29,2018,10,Online,2
0,2,0,2,3,"Meal Plan 1",0,"Room_Type 4",27,2017,10,Offline,0
1,3,0,0,1,"Meal Plan 1",0,"Room_Type 1",124,2018,11,Offline,0
0,2,0,0,2,"Not Selected",0,"Room_Type 1",103,2018,12,Online,2
1,3,0,2,1,"Meal Plan 1",0,"Room_Type 4",137,2018,2,Offline,2
2,2,0,1,1,"Not Selected",0,"Room_Type 1",9,2018,9,Online,0
0,2,0,0,4,"Meal Plan 1",0,"Room_Type 1",49,2018,3,Online,1
0,1,0,0,2,"Meal Plan 2",0,"Room_Type 1",102,2017,10,Offline,0
2,2,0,2,2,"Not Selected",0,"Room_Type 1",28,2018,8,Online,0
1,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",86,2017,9,Corporate,0
1,2,0,2,3,"Meal Plan 1",0,"Room_Type 1",100,2018,4,Online,1
2,2,2,1,5,"Meal Plan 1",1,"Room_Type 6",55,2018,10,Online,2
1,2,0,1,3,"Not Selected",0,"Room_Type 1",61,2017,12,Online,1
2,2,0,1,1,"Meal Plan 2",0,"Room_Type 1",247,2018,6,Offline,1
2,2,0,2,5,"Meal Plan 1",0,"Room_Type 4",24,2017,10,Online,2
2,2,0,0,4,"Meal Plan 1",0,"Room_Type 4",4,2018,5,Online,1
2,2,0,2,3,"Meal Plan 1",0,"Room_Type 1",8,2018,10,Online,1
1,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,2017,8,Online,0
2,3,0,1,1,"Meal Plan 1",1,"Room_Type 4",13,2018,5,Online,2
1,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",8,2017,10,Online,0
0,2,1,0,2,"Meal Plan 1",0,"Room_Type 1",2,2018,3,Corporate,2
1,2,0,1,2,"Meal Plan 1",0,"Room_Type 4",189,2018,10,Online,0
1,2,0,3,5,"Meal Plan 1",0,"Room_Type 1",155,2018,8,Online,0
1,2,0,1,0,"Not Selected",0,"Room_Type 1",0,2018,8,Online,1
0,2,0,2,4,"Not Selected",0,"Room_Type 1",4,2018,2,Online,0
0,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",162,2017,9,Offline,0
2,2,0,2,3,"Meal Plan 1",0,"Room_Type 4",118,2018,10,Online,0
1,2,0,2,3,"Not Selected",0,"Room_Type 1",10,2018,9,Online,1
1,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",164,2017,10,Offline,0
0,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",47,2017,11,Corporate,0
0,2,0,0,2,"Not Selected",0,"Room_Type 1",142,2018,12,Online,1
2,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",112,2018,6,Offline,1
2,2,0,2,5,"Meal Plan 2",0,"Room_Type 4",94,2018,5,Online,1
1,1,0,0,1,"Not Selected",0,"Room_Type 1",1,2018,10,Online,0
2,2,0,0,2,"Meal Plan 1",0,"Room_Type 6",35,2018,3,Online,0
2,2,2,2,3,"Meal Plan 1",0,"Room_Type 6",102,2018,12,Online,1
2,2,1,2,4,"Meal Plan 1",0,"Room_Type 1",134,2018,6,Online,2
1,2,0,1,2,"Not Selected",1,"Room_Type 1",4,2017,11,Online,1
1,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",74,2018,9,Offline,0
0,1,0,1,0,"Not Selected",0,"Room_Type 1",14,2017,12,Online,0
0,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",6,2018,1,Offline,0
1,2,0,0,2,"Meal Plan 2",0,"Room_Type 1",69,2017,9,Offline,0
0,1,0,0,2,"Not Selected",0,"Room_Type 1",8,2018,12,Online,0
0,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",44,2018,2,Offline,0
1,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",57,2018,6,Offline,1
2,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",51,2018,10,Online,1
2,3,0,0,2,"Meal Plan 1",0,"Room_Type 4",111,2018,5,Online,1
2,2,0,0,2,"Not Selected",0,"Room_Type 1",18,2018,4,Online,0
1,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",164,2017,10,Offline,0
1,2,0,0,2,"Meal Plan 2",0,"Room_Type 1",104,2017,10,Offline,1
2,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",60,2018,9,Online,1
0,2,0,0,3,"Not Selected",0,"Room_Type 1",45,2018,2,Online,1
1,2,0,0,2,"Meal Plan 2",0,"Room_Type 1",273,2017,7,Offline,0
2,1,0,2,3,"Meal Plan 2",0,"Room_Type 4",79,2018,9,Online,1
2,2,0,0,1,"Not Selected",0,"Room_Type 4",15,2017,9,Online,3
2,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",7,2018,8,Online,1
2,2,0,2,2,"Meal Plan 1",1,"Room_Type 4",22,2018,1,Online,0
1,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",37,2017,10,Online,1
1,2,0,2,0,"Meal Plan 1",0,"Room_Type 1",61,2017,10,Offline,0
2,2,0,2,5,"Not Selected",0,"Room_Type 1",117,2018,11,Online,1
2,2,0,0,1,"Not Selected",0,"Room_Type 1",77,2018,5,Online,1
0,1,0,2,1,"Meal Plan 1",0,"Room_Type 1",116,2018,2,Offline,0
2,2,0,0,2,"Meal Plan 1",0,"Room_Type 4",70,2018,9,Online,0
2,2,1,0,1,"Meal Plan 1",0,"Room_Type 6",44,2018,7,Online,2
1,1,0,1,3,"Meal Plan 1",1,"Room_Type 1",1,2018,5,Online,0
1,2,0,0,2,"Meal Plan 2",0,"Room_Type 1",39,2017,8,Offline,0
0,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",71,2018,11,Offline,0
1,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",133,2018,8,Offline,0
0,2,0,1,2,"Not Selected",0,"Room_Type 1",69,2018,11,Online,1
0,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",12,2018,10,Corporate,1
